SMILES,name,tc_0C_W_mK,tc_10C_W_mK,tc_20C_W_mK,tc_30C_W_mK,tc_40C_W_mK,tc_50C_W_mK,tc_60C_W_mK,tc_70C_W_mK,tc_80C_W_mK,tc_90C_W_mK,tc_100C_W_mK
Cc1ccc(C)c2c1CC(C)C2,"indan, 1,4,7-trimethyl",0.108125,0.107129575,0.10613426,0.105137945,0.104140315,0.10313974,0.102134165,0.10112296,0.1001046605,0.0990783995,0.0980436
Cc1ccc(C)c2c1CCCC2,"5,8-dimethyltetralin",0.11138,0.11036459,0.109350275,0.10833496,0.107318015,0.10629744,0.1052721799999999,0.10424166,0.10320314,0.10215599,0.101101
CCC(C)(O)CCCCCO,"6-methyl-1,6-octanediol",0.15892,0.15685351,0.15481885,0.152820505,0.15085853,0.14893187,0.147040895,0.145184605,0.143362945,0.14157634,0.13982
CCCCC(CO)CCCO,"2-butyl-1,5-pentanediol",0.172641,0.17051887,0.168427895,0.166371605,0.164349315,0.162361025,0.160406735,0.15848613,0.156598525,0.154743605,0.152918
CC(C)CC(CO)CCCO,"2-isobutyl-1,5-pentanediol",0.166444,0.16436147,0.162310495,0.160294205,0.158311915,0.15636394,0.15445002,0.152569045,0.1507221249999999,0.14890752,0.147122
CCCCOCOCCCC,"butane, 1,1'-[methylenebis(oxy)]bis-",0.141163,0.1378342099999999,0.134603175,0.131482825,0.12847216,0.125571125,0.122780775,0.12010011,0.117529075,0.115068725,0.112707
CCCCOCCOCCC,"ethane, 1-butoxy-2-propoxy-",0.165993,0.163955455,0.161908045,0.159845375,0.157764075,0.155660885,0.153531065,0.151371355,0.149177015,0.146945415,0.144677
CC(C)COCOCC(C)C,"propane, 1,1'-[methylenebis(oxy)]bis[2-methyl-",0.150134,0.14825391,0.146363185,0.14445683,0.1425319,0.14058371,0.138608575,0.13660318,0.13456321,0.132484295,0.130368
CCCCCCCOCCO,2-(heptyloxy)ethanol,0.165199,0.16307224,0.160979895,0.158924865,0.156907835,0.154928175,0.152985145,0.1510798,0.14921114,0.14737848,0.145578
CCCC(O)CC(C)(O)CC,"3-methyl-3,5-octanediol",0.155364,0.153178285,0.151029885,0.148922115,0.146855715,0.14482963,0.142843915,0.1408972,0.1389898,0.137122085,0.135289
CCCCC(CC)(CO)CO,"2-butyl-2-ethyl-1,3-propanediol",0.152312,0.150738285,0.1491839,0.147650515,0.14613813,0.144646745,0.14317636,0.141726975,0.14029859,0.13889089,0.137502
C[C@@H]1CCc2ccccc2[C@@H]1C,"naphthalene, 1,2,3,4-tetrahydro-1,2-dimethyl-, cis-",0.127663,0.12651864,0.12537464,0.12423001,0.12308338,0.12193412,0.12078023,0.119620025,0.11845219,0.117275355,0.11609
Cc1ccc2c(c1C)CCC2C,"2,3-dihydro-1,4,5-trimethyl-1H-indene",0.108125,0.107129575,0.10613426,0.105137945,0.104140315,0.10313974,0.102134165,0.10112296,0.1001046605,0.0990783995,0.0980436
c1ccc(CC2CCCC2)cc1,cyclopentylphenylmethane,0.145351,0.1439713,0.142590985,0.14120904,0.13982315,0.138430945,0.137030795,0.1356206449999999,0.13419955,0.13276514,0.131317
CCC(C)/C=C/c1ccccc1,(3-methyl-1-pentenyl)benzene,0.151207,0.14974873,0.148289785,0.14682721,0.14535932,0.14388417,0.142399335,0.140903925,0.13939483,0.137871475,0.136332
CCCC(C)=Cc1ccccc1,(2-methyl-1-pentenyl)benzene,0.141502,0.140150435,0.13879912,0.137446175,0.136089285,0.134726395,0.13335656,0.13197741,0.130587315,0.129183905,0.127767
CCCC=CCc1ccccc1,(2-hexenyl)benzene,0.155253,0.15370801,0.152161065,0.150610175,0.149053285,0.14748882,0.14591304,0.14432463,0.14272159,0.141101605,0.139465
CC(C)=C(C)Cc1ccccc1,"(2,3-dimethyl-2-butenyl)benzene",0.13121,0.12983682,0.128465135,0.12709382,0.1257208749999999,0.12434367,0.12295915,0.121566,0.120161905,0.1187444949999999,0.117314
CC(=Cc1ccccc1)C(C)C,"(2,3-dimethyl-1-butenyl)benzene",0.135652,0.13434561,0.133038665,0.131728405,0.130413515,0.12909231,0.12776316,0.126423695,0.1250726,0.123707875,0.122329
CCC(=C(C)C)c1ccccc1,(1-ethyl-2-methyl-1-propenyl)benzene,0.126345,0.125045185,0.123742925,0.122436035,0.1211222,0.119799365,0.118466585,0.117121175,0.115761135,0.11438415,0.112991
C=CC(C)(CC)c1ccccc1,(1-ethyl-1-methyl-2-propenyl)benzene,0.13571,0.134356805,0.13300286,0.131645285,0.130282395,0.1289128749999999,0.12753441,0.12614463,0.124741905,0.123323865,0.121891
C=CC(CCC)c1ccccc1,(1-ethenylbutyl)benzene,0.145122,0.14359894,0.142073365,0.140542475,0.139004955,0.137458175,0.135898765,0.13432441,0.132733055,0.13112281,0.129493
C/C(=C\C(C)C)c1ccccc1,"(1,3-dimethyl-1-butenyl)benzene",0.135965,0.134644885,0.13332357,0.131999995,0.13067142,0.129337215,0.127995065,0.1266426,0.1252781899999999,0.12389978,0.122508
CCC(C)=C(C)c1ccccc1,"(1,2-dimethyl-1-butenyl)benzene",0.130352,0.129096675,0.127841045,0.126583415,0.125323155,0.12405795,0.12278543,0.12150428,0.120212815,0.11890972,0.117594
C=CCC(C)(C)c1ccccc1,"(1,1-dimethyl-3-butenyl)benzene",0.135545,0.13414537,0.132741795,0.131332905,0.129917385,0.128492605,0.127055825,0.1256061,0.124140745,0.122657445,0.121157
C[C@H]1CC[C@H](C)c2ccccc21,"(.+-.)-trans-1,4-dimethyltetralin",0.127535,0.126387065,0.125238065,0.12408812,0.12293486,0.1217776,0.12061508,0.119444875,0.11826704,0.11707926,0.115882
CC(C)C(C)(O)CC(C)(C)O,"2,4,5-trimethyl-2,4-hexanediol",0.13356,0.13169677,0.12986611,0.128071765,0.126313475,0.1245898149999999,0.12290184,0.121248865,0.119630575,0.118046285,0.116492
CC(C)(O)C(C)(C)C(C)(C)O,"2,3,3,4-tetramethyl-2,4-pentanediol",0.130477,0.12840162,0.12636222,0.12436282,0.122403105,0.120482705,0.118602305,0.11676159,0.11496019,0.11319816,0.111471
CCCC(CO)(CO)CCC,"2,2-dipropyl-1,3-propanediol",0.160993,0.159021175,0.15707594,0.155161075,0.15327521,0.1514189749999999,0.149592795,0.14779556,0.1460283799999999,0.1442898299999999,0.142577
CCCOC(C)(C)OCCC,"2,2-dipropoxypropane",0.143995,0.14214536,0.14028432,0.138406335,0.136507775,0.13458427,0.132632505,0.13064848,0.12862788,0.12656665,0.124467
CC(C)C(CO)(CO)C(C)C,"2,2-diisopropyl-1,3-propanediol",0.142089,0.140518545,0.138969105,0.137443665,0.135942225,0.134464785,0.13301103,0.13158059,0.130173835,0.128790395,0.127428
CCC(OC(C)C)OC(C)C,"1,1-bis(1-methylethoxy)propane",0.144511,0.142570065,0.140615395,0.138641465,0.136644275,0.134619195,0.13256117,0.130466255,0.128329395,0.126146645,0.123919
CCCCCC(O)CCCO,"1,4-nonanediol",0.17218,0.17002053,0.16789387,0.16580321,0.163748235,0.16172826,0.1597436,0.157793995,0.155878335,0.15399773,0.152147
CCOCCCCCOCC,"1,5-diethoxypentane",0.165993,0.163955455,0.161908045,0.159845375,0.157764075,0.155660885,0.153531065,0.151371355,0.149177015,0.146945415,0.144677
CCCCC(O)CCCCO,"1,5-nonanediol",0.180959,0.178455745,0.175992605,0.173573465,0.17119864,0.168868185,0.16658073,0.164336275,0.162134505,0.159974735,0.157852
CC(CCO)CC(C)(C)CO,"1,6-hexanediol, 2,2,4-trimethyl-",0.155065,0.153099695,0.151163405,0.1492608,0.14739088,0.14555359,0.143749355,0.1419767499999999,0.1402365149999999,0.138527595,0.136847
CCCC(O)CCCCCO,"1,6-nonanediol",0.170592,0.168493745,0.16642714,0.164394165,0.162395875,0.160431585,0.15850098,0.15660369,0.154740085,0.152909165,0.151107
CC1CCC(c2ccccc2)C1,(3-methylcyclopentyl)benzene,0.137421,0.136115925,0.13481061,0.133503665,0.132193405,0.1308782,0.129555365,0.128223215,0.126880435,0.125525025,0.124157
CCC(O)CCCCCCO,"1,7-nonanediol",0.175243,0.172965675,0.170722645,0.168518245,0.1663529,0.164225185,0.16213584,0.16008381,0.15806915,0.15609112,0.154146
CCCCOCCCCOC,1-butoxy-4-methoxybutane,0.166325,0.164318535,0.16230407,0.160277345,0.15823436,0.15617143,0.15408461,0.15196916,0.149822135,0.14763948,0.145422
CCOCCOCCC(C)C,1-ethoxy-2-(3-methylbutoxy)ethane,0.159135,0.157139685,0.15513522,0.153117865,0.151082565,0.14902569,0.14694224,0.1448278449999999,0.14267919,0.140491645,0.138265
CCCCCOCCOCC,1-ethoxy-2-pentoxyethane,0.164826,0.16274591,0.16065487,0.15854657,0.156417325,0.154263505,0.152080425,0.149864085,0.14761017,0.145314625,0.14298
CCOCCCCCCOC,1-ethoxy-6-methoxyhexane,0.166325,0.164318535,0.16230407,0.160277345,0.15823436,0.15617143,0.15408461,0.15196916,0.149822135,0.14763948,0.145422
OCCCCCCCCCO,"1,9-nonanediol",0.208311,0.20595316,0.203628815,0.20134147,0.199091125,0.19687778,0.194701435,0.19256209,0.190459745,0.1883944,0.186362
C=C(C)CCCc1ccccc1,(4-methyl-4-pentenyl)benzene,0.136363,0.13503242,0.1336994749999999,0.1323629,0.13102101,0.12967186,0.12831271,0.126942615,0.12555952,0.124162165,0.122749
CCCC(C)(OCC)OCC,"2,2-diethoxypentane",0.144938,0.1430013249999999,0.14105097,0.139081725,0.137088535,0.13506777,0.133014745,0.130925145,0.128794285,0.126618165,0.124398
CC1(C)CCCc2ccccc21,"1,1-dimethyl-1,2,3,4-tetrahydronaphthalene",0.119161,0.118054295,0.116946665,0.11583672,0.114723145,0.113604255,0.112478735,0.111345215,0.11020275,0.10904897,0.107884
CC(C)=Cc1ccc(C)cc1C,"1,3-dimethyl-4-(2-methyl-1-propenyl)benzene",0.117545,0.116457595,0.11537028,0.114281335,0.113189075,0.112092185,0.110989295,0.109879775,0.10876194,0.107634475,0.106497
C/C=C/c1ccc(C(C)C)cc1,1-(1-methylethyl)-4-(1-propenyl)benzene,0.138142,0.13680716,0.13547053,0.13413127,0.13278738,0.131436545,0.130077025,0.12870793,0.12732615,0.1259311099999999,0.124522
CC(C)c1ccc(C2CC2)cc1,1-cyclopropyl-4-(1-methylethyl)benzene,0.12501,0.123812315,0.122613,0.121411425,0.120205165,0.118993645,0.11777381,0.11654466,0.11530488,0.114052785,0.112788
C=Cc1cccc(C(C)CC)c1,1-ethenyl-3-(1-methylpropyl)benzene,0.131001,0.12975125,0.128500935,0.127249305,0.12599473,0.12473484,0.12346832,0.12219317,0.120907705,0.119610295,0.1183
CC1(c2ccccc2)CCCC1,1-methyl-1-phenylcyclopentane,0.133154,0.13190525,0.130654935,0.12940299,0.128147415,0.126885895,0.12561669,0.124339225,0.12305076,0.12175035,0.120438
C1=CC2C3C=CC(CC3)C2CC1,"2,5-ethanobicyclo[4.4.0]-3,7-decadiene",0.134607,0.1334263,0.132245985,0.131064355,0.12988041,0.1286931499999999,0.12750126,0.12630274,0.125095905,0.12387944,0.122653
Cc1cc(C)c(C2CC2)c(C)c1,"2-cyclopropyl-1,3,5-trimethylbenzene",0.106887,0.10584477,0.10480214,0.10375751,0.10270962,0.101656045,0.1005967455,0.099529579,0.0984529345,0.0973655175,0.0962674
c1ccc2c(c1)CCCCCC2,benzocyclooctane,0.134814,0.133550525,0.132285525,0.13101895,0.12974769,0.128471485,0.127187965,0.1258955,0.124592035,0.123276625,0.121948
C[C@@H]1Cc2ccccc2[C@H](C)C1,"cis-1,2,3,4-tetrahydro-1,3-dimethylnaphthalene",0.127415,0.126257545,0.12510023,0.123941285,0.122779655,0.121614765,0.120443875,0.119266355,0.11808052,0.116885055,0.11568
C[C@@H]1Cc2ccccc2C[C@@H]1C,"cis-1,2,3,4-tetrahydro-2,3-dimethylnaphthalene",0.125928,0.124698235,0.123465975,0.122229715,0.120988825,0.11974099,0.118484155,0.117217375,0.115938595,0.114646555,0.11334
C[C@@H]1CC[C@H](C)c2ccccc21,"cis-1,4-dimethyltetralin",0.127535,0.126387065,0.125238065,0.12408812,0.12293486,0.1217776,0.12061508,0.119444875,0.11826704,0.11707926,0.115882
c1ccc(C2CCCCC2)cc1,cyclohexylbenzene,0.144867,0.143411195,0.141967975,0.14053581,0.13911233,0.137695905,0.1362838499999999,0.134874165,0.133464535,0.13205196,0.130635
CC=C(C)c1ccc(C)c(C)c1,"1,2-dimethyl-4-(1-methyl-1-propenyl)benzene",0.117131,0.11602461,0.114918295,0.113810035,0.11269746,0.111579885,0.110456365,0.109324845,0.10818438,0.1070329149999999,0.105871
CC(C)C1CC1c1ccccc1,1-(1-methylethyl)-2-phenylcyclopropane,0.133092,0.13177057,0.13044794,0.12912268,0.127792475,0.126454955,0.125108805,0.123752025,0.1223823,0.120997575,0.119598
Cc1cccc2c1CCCC2C,"1,2,3,4-tetrahydro-1,5-dimethylnaphthalene",0.119455,0.118417345,0.117380345,0.116342715,0.1153034,0.114261825,0.113215565,0.112164675,0.111107155,0.110041635,0.108969
Cc1ccc2c(c1)CC(C)CC2,"1,2,3,4-tetrahydro-2,7-dimethylnaphthalene",0.119566,0.118417065,0.11726775,0.11611712,0.11496386,0.11380597,0.112641765,0.11146993,0.110288465,0.109095685,0.107892
Cc1cccc2c1CC(C)C2C,"1,2,4-trimethylindan",0.115198,0.11413058,0.113062265,0.11199232,0.110919375,0.1098428,0.108760595,0.107671075,0.10657324,0.10546609,0.104349
Cc1ccc2c(c1)CC(C)C2C,"1,2,5-trimethylindan",0.115313,0.114243265,0.113173635,0.112102005,0.111027745,0.10994917,0.10886528,0.10777476,0.10667561,0.10556646,0.104448
C=C(C)c1c(C)cc(C)cc1C,"1,3,5-trimethyl-2-(1-methylethenyl)benzene",0.102661,0.1015372,0.10041846,0.099303279,0.098190005,0.097076501,0.095960704,0.0948405085,0.09371392,0.092578833,0.0914346
C=CCc1c(C)cc(C)cc1C,"1,3,5-trimethyl-2-(2-propenyl)benzene",0.113508,0.11227092,0.111041755,0.10982033,0.108603275,0.107388905,0.106175275,0.10495933,0.103739755,0.102514235,0.101281
CC1Cc2ccccc2C(C)C1,"1,3-dimethyltetralin",0.129136,0.127954985,0.126773985,0.125592355,0.124408095,0.123219835,0.12202663,0.12082611,0.11961696,0.11839781,0.117169
CC1CCc2ccccc2C1C,"1,2-dimethyl-1,2,3,4-tetrahydronaphthalene",0.127663,0.12651864,0.12537464,0.12423001,0.12308338,0.12193412,0.12078023,0.119620025,0.11845219,0.117275355,0.11609
CC1CCC(C)c2ccccc21,"1,4-dimethyl-1,2,3,4-tetrahydronaphthalene",0.125608,0.124440395,0.12327308,0.122104765,0.12093419,0.119758615,0.11857741,0.11738889,0.116191425,0.11498296,0.113764
Cc1cccc2c1C(C)CCC2,"1,8-dimethyl-1,2,3,4-tetrahydronaphthalene",0.119455,0.118417345,0.117380345,0.116342715,0.1153034,0.114261825,0.113215565,0.112164675,0.111107155,0.110041635,0.108969
Cc1ccc2c(c1)C(C)CCC2,"1,7-dimethyltetraline",0.119563,0.11852403,0.117485715,0.116446715,0.11540677,0.11436351,0.113315935,0.11226336,0.11120484,0.11013832,0.109064
CCC1CCCc2ccccc21,"1-ethyl-1,2,3,4-tetrahydronaphthalene",0.130369,0.129196505,0.12802382,0.126850875,0.125674615,0.12449404,0.123307835,0.12211463,0.12091348,0.119702015,0.11848
Cc1ccc2c(c1)CCCC2C,"1,6-dimethyl-1,2,3,4-tetrahydronaphthalene",0.117609,0.116594905,0.11558159,0.114567275,0.113551645,0.112533385,0.11151081,0.110483235,0.109449715,0.108408195,0.107359
C1#CCCCCC#CCCCC1,"1,7-cyclododecadiyne",0.148757,0.147322755,0.145905425,0.14450515,0.143119245,0.14174571,0.140382545,0.13902775,0.137678695,0.13633264,0.134989
CCC(CC)CSC(C)=O,S-(2-ethylbutyl) ethanethioate,0.170671,0.168822935,0.166970675,0.16511284,0.16324506,0.16136465,0.159468665,0.15755305,0.155615175,0.15365167,0.151663
CCCC(CC)SC(C)=O,"ethanethioic acid, S-(1-ethylbutyl) ester",0.170671,0.168822935,0.166970675,0.16511284,0.16324506,0.16136465,0.159468665,0.15755305,0.155615175,0.15365167,0.151663
CCOC(C)=C(C)SCC,trans-2-ethoxy-3-ethylthio-2-butene,0.145685,0.1440814249999999,0.142474535,0.1408607,0.139237235,0.13760151,0.135950155,0.134280855,0.132590925,0.130877735,0.129141
CCCCCCSC(C)=O,"acetic acid, thio-, S-hexyl ester",0.176797,0.17494136,0.17308347,0.171219265,0.169346485,0.16746139,0.165562035,0.163644735,0.16170649,0.159744615,0.157759
CCC(C)CCSC(C)=O,S-(3-methylpentyl) ethanethioate,0.170671,0.168822935,0.166970675,0.16511284,0.16324506,0.16136465,0.159468665,0.15755305,0.155615175,0.15365167,0.151663
CC(=O)SCCC(C)(C)C,"S-(3,3-dimethylbutyl) ethanethioate",0.159593,0.15781693,0.156037355,0.15425152,0.152455425,0.150645385,0.1488184,0.146971785,0.145102595,0.14320646,0.141284
CCCC(C)CSC(C)=O,S-(2-methylpentyl) ethanethioate,0.170671,0.168822935,0.166970675,0.16511284,0.16324506,0.16136465,0.159468665,0.15755305,0.155615175,0.15365167,0.151663
C=COCCSCCCC,"butane, 1-[[2-(ethenyloxy)ethyl]thio]-",0.169081,0.167312135,0.165539875,0.16376267,0.161977205,0.160179795,0.158367755,0.156539085,0.154691155,0.15282028,0.150927
CC(=O)SCC(C)C(C)C,"S-(2,3-dimethylbutyl) ethanethioate",0.164991,0.16318811,0.161379905,0.159563755,0.157736345,0.15589462,0.15403632,0.15215739,0.1502552,0.14832638,0.146372
CCCCC(C)SC(C)=O,S-(1-methylpentyl) ethanethioate,0.170671,0.168822935,0.166970675,0.16511284,0.16324506,0.16136465,0.159468665,0.15755305,0.155615175,0.15365167,0.151663
CCC(C)(C)CSC(C)=O,"S-(2,2-dimethylbutyl) ethanethioate",0.159593,0.15781693,0.156037355,0.15425152,0.152455425,0.150645385,0.1488184,0.146971785,0.145102595,0.14320646,0.141284
C=C(OCC)C(C)SCC,2-ethoxy-3-ethylthio-1-butene,0.149218,0.147560785,0.145897265,0.1442248,0.142540705,0.14084235,0.139126365,0.13739075,0.13563256,0.133848055,0.132039
CCCC(C)(C)SC(C)=O,"S-(1,1-dimethylbutyl) ethanethioate",0.159593,0.15781693,0.156037355,0.15425152,0.152455425,0.150645385,0.1488184,0.146971785,0.145102595,0.14320646,0.141284
CC(=O)SC(C)C(C)(C)C,"S-(1,2,2-trimethylpropyl) ethanethioate",0.15337,0.151616545,0.149856395,0.1480853,0.146300575,0.14449959,0.1426786599999999,0.1408351,0.138965965,0.1370672,0.13514
CC(=O)SC(C)(C)C(C)C,"S-(1,1,2-trimethylpropyl) ethanethioate",0.15337,0.151616545,0.149856395,0.1480853,0.146300575,0.14449959,0.1426786599999999,0.1408351,0.138965965,0.1370672,0.13514
CC([O-])=[SH]C(C)CC(C)C,"S-(1,3-dimethylbutyl)ethanethioate",0.16439,0.162562235,0.1607284,0.15888462,0.157027895,0.15515491,0.15326261,0.15134905,0.149410545,0.14744378,0.145449
CCC(C)(CC)SC(C)=O,S-(1-ethyl-1-methylpropyl) ethanethioate,0.159593,0.15781693,0.156037355,0.15425152,0.152455425,0.150645385,0.1488184,0.146971785,0.145102595,0.14320646,0.141284
CCC(C)C(C)SC(C)=O,"S-(1,2-dimethylbutyl) ethanethioate",0.16439,0.162562235,0.1607284,0.15888462,0.157027895,0.15515491,0.15326261,0.15134905,0.149410545,0.14744378,0.145449
CCC(SC(C)=O)C(C)C,S-(1-ethyl-2-methylpropyl) ethanethioate,0.16439,0.162562235,0.1607284,0.15888462,0.157027895,0.15515491,0.15326261,0.15134905,0.149410545,0.14744378,0.145449
CCCCCCSCCC,"sulfide, hexyl propyl",0.151702,0.150087645,0.148468755,0.146843235,0.145209085,0.14356336,0.141902635,0.140225965,0.138530035,0.13681179,0.135073
CCCCCSCCCC,"pentane, 1-(butylthio)-",0.151702,0.150087645,0.148468755,0.146843235,0.145209085,0.14356336,0.141902635,0.140225965,0.138530035,0.13681179,0.135073
CCCCCCCSCC,"sulfide, ethyl heptyl",0.151702,0.150087645,0.148468755,0.146843235,0.145209085,0.14356336,0.141902635,0.140225965,0.138530035,0.13681179,0.135073
CCCCCCCC(C)S,2-nonanethiol,0.0724336,0.0716502345,0.0708659675,0.070079491,0.069289505,0.0684947095,0.067693773,0.066885327,0.0660680715,0.065240675,0.0644032
CCCCCCCCCS,1-nonanethiol,0.0787147,0.0778457785,0.076980781,0.0761187165,0.0752579425,0.07439697,0.073534025,0.0726676075,0.0717961545,0.0709179975,0.0700326
CCCCCCCCSC,octyl methyl sulfide,0.151702,0.150087645,0.148468755,0.146843235,0.145209085,0.14356336,0.141902635,0.140225965,0.138530035,0.13681179,0.135073
CCCCCCC/C=C/Cl,(E)-1-chloro-1-nonene,0.143969,0.14237363,0.1407740549999999,0.139168535,0.137553755,0.135926345,0.13428399,0.13262369,0.13094276,0.12923857,0.127511
CC1CC(C)CC(C)(Cl)C1,"1-chloro-1,3,5-trimethylcyclohexane",0.109742,0.10851781,0.107290235,0.10605703,0.104815565,0.103562785,0.102297375,0.10101702,0.099719161,0.0984017885,0.0970649
CC1(Cl)CCCCCCC1,1-chloro-1-methylcyclooctane,0.121672,0.120487725,0.11930178,0.11811252,0.11691863,0.11571811,0.1145089599999999,0.113289495,0.112058715,0.11081499,0.109558
CCCCCCC/C=C\Cl,"1-nonene, 1-chloro-, (Z)-",0.143969,0.14237363,0.1407740549999999,0.139168535,0.137553755,0.135926345,0.13428399,0.13262369,0.13094276,0.12923857,0.127511
CC=CC(C)C(C)C(C)Cl,"6-chloro-4,5-dimethyl-2-heptene",0.125819,0.124392865,0.122961975,0.121524455,0.12007799,0.11861958,0.11714654,0.11565624,0.114144995,0.112610435,0.111054
CC=CC(C)CC(C)(C)Cl,"6-chloro-4,6-dimethyl-2-heptene",0.120043,0.118650575,0.117254,0.115850535,0.11443607,0.11300903,0.111565675,0.110104375,0.108621815,0.10711494,0.105584
CC=CC(C)CC(Cl)CC,6-chloro-4-methyl-2-octene,0.131618,0.130104145,0.128584625,0.12705616,0.125516065,0.123962025,0.12239104,0.12080011,0.11918655,0.11754773,0.115884
CC(=CCl)C(F)(F)Cl,"1,3-dichloro-3,3-difluoro-2-methyl-1-propene",0.0954989,0.09410454,0.0926942085,0.091262517,0.089805497,0.088319217,0.0867997085,0.0852430715,0.0836453745,0.082002649,0.0803167
ClC(Cl)c1ccccc1,benzal chloride,0.137421,0.135932855,0.13445206,0.13297795,0.131508265,0.130038635,0.128566375,0.12708917,0.125603705,0.124106295,0.122596
Cc1cc(Cl)cc(Cl)c1,"toluene, 3,5-dichloro-",0.124345,0.123064485,0.12178191,0.120494335,0.1192005,0.117897665,0.116584885,0.115259475,0.113919435,0.11256308,0.111191
Cc1c(Cl)cccc1Cl,"2,6-dichloro-1-methylbenzene",0.120028,0.11883063,0.117631685,0.11642911,0.115220905,0.114005385,0.112781235,0.11154614,0.110298045,0.10903569,0.107758
Cc1ccc(Cl)cc1Cl,"2,4-dichloro-1-methylbenzene",0.121602,0.12037518,0.119146235,0.117913975,0.116677085,0.11543325,0.114179785,0.112915005,0.111637595,0.11034524,0.109038
Cc1ccc(Cl)c(Cl)c1,"3,4-dichlorotoluene",0.123249,0.121952705,0.120661595,0.119375225,0.11809054,0.11680591,0.11551865,0.11422676,0.112927925,0.11161946,0.110301
BrC1=CCCCC1,1-bromocyclohexene,0.113063,0.11175472,0.110439885,0.1091160499999999,0.10778164,0.106432915,0.105068245,0.10368463,0.102279385,0.1008501634999999,0.0993975
BrC1C=CCCC1,3-bromo-1-cyclohexene,0.118606,0.117328115,0.116047855,0.114762335,0.113468815,0.11216572,0.110849625,0.109518955,0.108170285,0.10680267,0.105415
BrC1CC=CCC1,4-bromocyclohex-1-ene,0.119733,0.11835793,0.11697678,0.11558563,0.11418322,0.112765865,0.111331195,0.109877265,0.10840039,0.1068982,0.105373
Nc1cccc(C(F)(F)F)c1,"benzenamine, 3-(trifluoromethyl)-",0.138271,0.13676335,0.135251145,0.133730995,0.132200215,0.130656175,0.12909582,0.12751689,0.12591533,0.12428914,0.122639
Nc1ccccc1C(F)(F)F,o-aminobenzotrifluoride,0.139583,0.13799289,0.136397,0.13479322,0.13317681,0.131545455,0.12989584,0.12822428,0.1265277749999999,0.1248030099999999,0.12305
CCCCN(CCO)CCO,N-butyldiethanolamine,0.166408,0.164544195,0.162706015,0.16089615,0.159114655,0.15736016,0.155633295,0.153934485,0.152262305,0.15061781,0.148998
CCN(CC(C)O)CC(C)O,"N-ethyl-4-azaheptane-2,6-diol",0.157047,0.15494154,0.152869825,0.15083711,0.148842765,0.14688542,0.14496539,0.143083045,0.141237385,0.139427725,0.13765
c1ccc(CCN2CCC2)cc1,1-(2-phenylethyl)azetidine,0.210773,0.2088669249999999,0.20696098,0.20505172,0.20313783,0.20121731,0.19928753,0.19734575,0.19539071,0.193419355,0.191432
c1ccc(N2CCCCC2)cc1,1-phenylpiperidine,0.206,0.204244175,0.202489175,0.200734175,0.198977915,0.19721734,0.19545082,0.1936763,0.19189252,0.19009611,0.188287
N#CC12CC3CC(CC(C3)C1)C2,"adamantane, 1-cyano-",0.136557,0.134447525,0.132404575,0.13043131,0.12852484,0.12667974,0.124893065,0.12316013,0.121476935,0.119839795,0.11824
FC(Cl)CBr,2-bromo-1-chloro-1-fluoroethane,0.0999394,0.0986222975,0.097294356,0.0959512434999999,0.094589497,0.093205611,0.091796191,0.0903577,0.0888867695,0.0873799735,0.0858384
O=CC(Cl)(Cl)CCl,"2,2,3-trichloropropanal",0.178422,0.176136965,0.1738445,0.171539145,0.169215215,0.16686771,0.164491315,0.162080345,0.159629485,0.15713305,0.154592
CC(Cl)CC(Cl)Cl,"1,1,3-trichlorobutane",0.120186,0.118878665,0.11756746,0.11624894,0.114921475,0.11358238,0.11222934,0.11085967,0.109471055,0.10806081,0.10663
CCCC(Cl)(Cl)Cl,"butane, 1,1,1-trichloro-",0.111771,0.1103890949999999,0.108998,0.10759359,0.106173605,0.10473399,0.103272115,0.10178398,0.100266656,0.0987181255,0.0971382
