SMILES,name,kv_0C_cSt,kv_10C_cSt,kv_20C_cSt,kv_30C_cSt,kv_40C_cSt,kv_50C_cSt,kv_60C_cSt,kv_70C_cSt,kv_80C_cSt,kv_90C_cSt,kv_100C_cSt
CCCCSC,2-thiahexane,0.898,0.794,0.707,0.637,0.579,0.529,0.487,0.451,0.42,0.392,0.367
ClC1CCCC1,chlorocyclopentane,1.3,1.133,0.99,0.87,0.77,0.684,0.612,0.55,0.497,0.451,0.41
CC(N)(CO)CO,"2-amino-2-methyl-1,3-propanediol",22122.869,9100.043,3789.086,1749.079,879.354,474.75,272.139,164.125,103.364,67.566,44.81
O=Cc1ccccc1,benzaldehyde,2.173,1.788,1.495,1.275,1.105,0.97,0.86,0.769,0.693,0.628,0.572
CCc1ccccc1,ethylbenzene,0.999,0.873,0.772,0.692,0.625,0.57,0.522,0.481,0.445,0.412,0.383
Cc1cccc(C)c1,"1,3-dimethylbenzene",0.912,0.809,0.721,0.647,0.586,0.533,0.489,0.45,0.417,0.388,0.363
Cc1ccccc1C,"1,2-dimethylbenzene",1.187,1.052,0.935,0.836,0.751,0.678,0.614,0.559,0.511,0.469,0.432
Cc1ccc(N)cc1,4-methylbenzenamine,7.631,5.146,3.629,2.711,2.12,1.717,1.431,1.219,1.057,0.93,0.825
Cc1ccccc1N,2-methylbenzenamine,9.745,6.473,4.482,3.287,2.523,2.008,1.646,1.382,1.182,1.028,0.903
C=CCn1cccc1,1-allylpyrrole,5.067,3.944,3.108,2.499,2.046,1.703,1.438,1.23,1.065,0.932,0.821
Nc1cccc(N)c1,"1,3-benzenediamine",107.287,65.085,40.678,26.922,18.678,13.478,10.05,7.704,6.046,4.842,3.922
Cc1ccccc1O,2-methylphenol,63.835,23.327,10.855,6.318,4.176,2.993,2.268,1.789,1.456,1.213,1.026
Cc1ccc(O)cc1,4-methylphenol,76.165,36.767,18.817,10.802,6.793,4.595,3.295,2.477,1.934,1.558,1.28
OCc1ccccc1,benzyl alcohol,9.426,7.317,5.697,4.487,3.574,2.876,2.338,1.918,1.588,1.325,1.111
Cc1cccc(O)c1,3-methylphenol,4.596,3.987,3.541,3.209,2.944,2.718,2.516,2.328,2.151,1.98,1.815
C1=CC2CCC1CC2,bicyclo[2.2.2]oct-2-ene,2.825,2.097,1.59,1.245,1.0,0.822,0.688,0.586,0.506,0.443,0.39
CC(=O)n1cccc1,"pyrrole, N-acetyl-",10.882,8.402,6.555,5.213,4.217,3.465,2.887,2.437,2.081,1.796,1.56
Cn1ccccc1=O,1-methyl-2(1H)-pyridinone,22.442,16.723,12.596,9.694,7.606,6.072,4.924,4.049,3.373,2.843,2.413
Cc1ccc(C)n1C,"1,2,5-trimethylpyrrole",3.306,2.702,2.232,1.871,1.591,1.369,1.192,1.048,0.93,0.831,0.748
Oc1ccccc1O,"1,2-benzenediol",87.794,47.052,27.146,17.289,11.816,8.513,6.387,4.95,3.937,3.2,2.635
Oc1cccc(O)c1,"1,3-benzenediol",3327.166,1394.977,597.122,284.421,148.038,82.998,49.554,31.216,20.592,14.137,9.908
Oc1ccc(O)cc1,"1,4-benzenediol",131.664,85.898,56.918,39.133,27.774,20.264,15.145,11.562,8.994,7.114,5.676
Cc1ccc(F)cc1,4-fluorotoluene,1.417,1.158,0.956,0.803,0.684,0.59,0.515,0.454,0.404,0.363,0.328
Sc1ccccc1,benzenethiol,1.621,1.358,1.153,0.996,0.871,0.771,0.689,0.621,0.564,0.515,0.472
C[C@@H]1CC2CCC1C2,exo-2-methylbicyclo[2.2.1]heptane,1.665,1.331,1.076,0.885,0.741,0.628,0.54,0.47,0.413,0.367,0.328
CC1CC2CCC1C2,endo-2-methylbicyclo[2.2.1]heptane,1.65,1.318,1.064,0.875,0.732,0.621,0.533,0.464,0.407,0.361,0.323
C1CC2CCC1CC2,bicyclo[2.2.2]octane,1.464,1.219,1.024,0.871,0.75,0.652,0.573,0.508,0.454,0.409,0.37
Nc1ccc(F)cc1,4-fluoroaniline,3.308,2.643,2.133,1.752,1.461,1.235,1.057,0.915,0.8,0.707,0.628
C=CN1CCCC1=O,1-vinyl-2-pyrrolidinone,9.948,6.657,4.707,3.558,2.828,2.334,1.982,1.72,1.516,1.352,1.213
C1CN2CCC1CC2,1-azabicyclo[2.2.2]octane,4.009,3.241,2.641,2.184,1.83,1.551,1.329,1.15,1.005,0.885,0.783
Oc1ccc(F)cc1,4-fluorophenol,5.334,3.951,2.981,2.315,1.843,1.499,1.242,1.047,0.895,0.774,0.676
O=C1CCC(=O)CC1,"1,4-cyclohexanedione",4.201,3.251,2.558,2.062,1.697,1.421,1.209,1.042,0.908,0.8,0.71
Cc1ccc(C)s1,"2,5-dimethylthiophene",1.794,1.486,1.244,1.057,0.91,0.792,0.698,0.62,0.556,0.503,0.457
CC1(C)CCCCC1,"1,1-dimethylcyclohexane",2.852,2.287,1.856,1.532,1.286,1.094,0.943,0.823,0.725,0.645,0.578
CC(C)=CC(C)(C)C,"2,4,4-trimethyl-2-pentene",1.243,1.055,0.904,0.785,0.691,0.614,0.551,0.499,0.456,0.42,0.388
Clc1ccccc1,chlorobenzene,0.93,0.821,0.729,0.652,0.587,0.532,0.484,0.443,0.407,0.376,0.348
CC(C)(Cl)Cl,"2,2-dichloropropane",0.783,0.681,0.598,0.531,0.477,0.432,0.394,0.363,0.336,0.314,0.294
NC(=O)C(F)(F)F,"2,2,2-trifluoroacetamide",0.331,0.412,0.486,0.546,0.589,0.613,0.619,0.609,0.586,0.554,0.515
CCOC(=O)CC#N,ethyl cyanoethanoate,4.72,3.469,2.642,2.096,1.715,1.437,1.228,1.066,0.937,0.833,0.745
O=C1CCCCCN1,"6-aminohexanoic acid, .epsilon.-lactam",68.112,45.812,31.544,22.628,16.801,12.842,10.063,8.054,6.566,5.439,4.549
O=CN1CCCCC1,formylpiperidide,10.279,8.15,6.524,5.309,4.386,3.672,3.113,2.669,2.311,2.021,1.777
CN1CCCCC1=O,N-methyl-2-piperidinone,16.135,12.283,9.445,7.406,5.91,4.792,3.942,3.286,2.772,2.364,2.03
CN1CCC(=O)CC1,1-methyl-4-oxopiperidine,8.174,6.376,5.028,4.039,3.3,2.737,2.303,1.961,1.69,1.471,1.29
CCN1CCCC1=O,1-ethyl-2-pyrrolidinone,3.347,2.661,2.181,1.849,1.609,1.429,1.288,1.175,1.083,1.005,0.937
CC1CCC(=O)N1C,"1,5-dimethyl-2-pyrrolidinone",9.964,7.661,5.95,4.709,3.791,3.1,2.571,2.161,1.837,1.579,1.366
CCN1CCCCC1,N-ethylpiperidine,5.233,4.152,3.331,2.722,2.261,1.906,1.629,1.408,1.231,1.086,0.965
CC1CCN(C)CC1,"N,4-dimethylpiperidine",5.256,4.157,3.324,2.708,2.242,1.883,1.604,1.382,1.204,1.059,0.938
CC1CCC(C)N1C,"N,2,5-trimethylpyrrolidine",3.263,2.615,2.119,1.748,1.464,1.244,1.07,0.931,0.819,0.727,0.649
CC1CCCCN1C,"1,2-dimethylpiperidine",4.425,3.521,2.834,2.324,1.937,1.638,1.404,1.218,1.068,0.945,0.843
CCCN1CCCC1,"pyrrolidine, N-propyl-",4.925,3.898,3.12,2.543,2.107,1.772,1.51,1.302,1.136,1.0,0.886
CC1CCCN(C)C1,"N,3-dimethylpiperidine",5.16,4.088,3.274,2.67,2.213,1.861,1.585,1.366,1.19,1.047,0.927
Clc1ccccn1,2-chloropyridine,1.4,1.206,1.048,0.921,0.818,0.733,0.662,0.603,0.552,0.508,0.47
Fc1ccccc1F,"1,2-difluorobenzene",1.112,0.923,0.775,0.661,0.572,0.5,0.443,0.395,0.356,0.324,0.296
Fc1cccc(F)c1,"1,3-difluorobenzene",0.939,0.788,0.668,0.575,0.501,0.442,0.393,0.353,0.32,0.292,0.269
Fc1ccc(F)cc1,"1,4-difluorobenzene",1.022,0.854,0.721,0.618,0.537,0.471,0.418,0.374,0.338,0.308,0.281
O=C1CCCCCO1,6-hexanolactone,11.113,8.007,5.991,4.694,3.814,3.188,2.726,2.373,2.095,1.87,1.682
CCCCCCC=O,heptanal,3.034,2.424,1.957,1.607,1.34,1.134,0.971,0.841,0.736,0.65,0.578
CC(C)C(=O)C(C)C,"2,4-dimethyl-3-pentanone",0.987,0.876,0.78,0.701,0.633,0.575,0.525,0.482,0.444,0.41,0.38
CCN1CCNCC1,"piperazine, N-ethyl-",5.557,4.548,3.762,3.162,2.696,2.328,2.033,1.793,1.597,1.434,1.295
CN1CCCNCC1,1-methylhomopiperazine,7.212,5.878,4.838,4.044,3.428,2.942,2.553,2.239,1.982,1.769,1.589
CCCCC(C)CC,3-methylheptane,0.894,0.8,0.719,0.65,0.591,0.539,0.494,0.454,0.419,0.388,0.359
CCCC(C)C(C)C,"hexane, 2,3-dimethyl-",0.887,0.805,0.729,0.658,0.594,0.538,0.487,0.443,0.404,0.37,0.339
CCCCCCCC,octane,0.99,0.871,0.773,0.693,0.627,0.571,0.524,0.483,0.447,0.416,0.388
CC(C)(C)C(C)(C)C,"2,2,3,3-tetramethylbutane",1.176,1.03,0.908,0.808,0.725,0.655,0.596,0.545,0.502,0.465,0.432
CC(C)CC(C)(C)C,"2,2,4-trimethylpentane",0.924,0.821,0.734,0.661,0.599,0.546,0.5,0.459,0.424,0.393,0.365
CC(C)C(C)C(C)C,"2,3,4-trimethylpentane",0.834,0.775,0.719,0.667,0.62,0.576,0.536,0.498,0.463,0.431,0.401
O=CN1CCOCC1,N-formylmorpholine,18.182,11.902,8.146,5.929,4.533,3.605,2.959,2.492,2.143,1.875,1.658
CCN1CCOC1=O,3-ethyl-2-oxazolidinone,4.58,3.559,2.831,2.319,1.948,1.669,1.456,1.288,1.153,1.044,0.952
CCN1CCOCC1,"morpholine, N-ethyl-",4.026,3.324,2.773,2.347,2.014,1.749,1.535,1.361,1.217,1.098,0.996
O=C(F)C(F)(F)F,trifluoroacetyl fluoride,0.125,0.119,0.114,0.112,0.112,0.128,0.169,0.16,0.152,0.145,0.138
O=C1OCCOC1=O,"1,4-dioxane-2,3-dione",139.597,92.001,61.384,42.347,30.088,21.945,16.384,12.491,9.703,7.666,6.111
CCCOC(C)(C)C,"ethane, 1,1-dimethyl-1-propoxy-",1.431,1.188,0.997,0.849,0.734,0.641,0.567,0.506,0.456,0.415,0.379
CCCCCCCO,1-heptanol,17.832,12.216,8.507,6.128,4.546,3.459,2.693,2.138,1.728,1.419,1.176
CC(C)OC(C)(C)C,"1-methylethyl 1,1-dimethylethyl ether",0.896,0.776,0.679,0.602,0.54,0.489,0.448,0.413,0.384,0.36,0.339
SC1CCCCC1,cyclohexanethiol,4.355,3.451,2.764,2.253,1.866,1.568,1.335,1.15,1.001,0.88,0.778
CSC1CCCC1,cyclopentyl-1-thiaethane,3.503,2.784,2.236,1.827,1.517,1.277,1.089,0.939,0.819,0.721,0.638
FC(F)=C(F)Cl,"1-chloro-1,2,2-trifluroethene",0.249,0.229,0.211,0.197,0.186,0.176,0.169,0.165,0.162,0.164,0.173
CN1CCSC1=O,3-methylthiazolidin-2-one,40.021,28.418,20.377,14.973,11.247,8.617,6.722,5.331,4.29,3.5,2.877
CCOC(=O)OCC,diethyl carbonate,1.101,0.951,0.828,0.73,0.65,0.583,0.528,0.481,0.441,0.407,0.377
OCCCCCCO,"1,6-hexanediol",498.862,293.834,172.099,104.071,64.996,41.901,27.855,19.07,13.425,9.703,7.108
CCCSCCC,4-thiaheptane,1.077,0.945,0.835,0.744,0.669,0.606,0.553,0.507,0.468,0.435,0.405
CCCCCCS,1-hexanethiol,1.224,1.058,0.921,0.81,0.718,0.642,0.578,0.524,0.479,0.44,0.406
CC(C)SC(C)C,"2,4-dimethyl-3-thiapentane",1.794,1.462,1.205,1.009,0.858,0.739,0.644,0.567,0.504,0.452,0.408
Clc1cccs1,2-chlorothiophene,1.451,1.178,0.967,0.807,0.684,0.587,0.51,0.448,0.397,0.354,0.319
ClC1CCCCC1,chlorocyclohexane,2.382,1.949,1.617,1.368,1.175,1.023,0.901,0.801,0.719,0.65,0.591
CC1(Cl)CCCC1,1-chloro-1-methylcyclopentane,1.983,1.618,1.335,1.12,0.953,0.822,0.717,0.632,0.562,0.505,0.456
O=S1(=O)CCCC1,thiacyclopentane dioxide,19.442,14.32,10.581,7.948,6.072,4.72,3.736,3.013,2.478,2.08,1.776
CCCc1ccccc1,propylbenzene,1.335,1.143,0.992,0.872,0.776,0.697,0.632,0.576,0.528,0.487,0.45
Cc1cccc(C)c1C,"1,2,3-trimethylbenzene",4.064,3.136,2.446,1.944,1.572,1.291,1.075,0.907,0.774,0.668,0.58
Cc1ccc(C)c(C)c1,"1,2,4-trimethylbenzene",3.674,2.85,2.235,1.785,1.45,1.196,1.0,0.847,0.725,0.628,0.547
Cc1cc(C)cc(C)c1,"1,3,5-trimethylbenzene",1.021,0.901,0.797,0.709,0.635,0.572,0.519,0.473,0.434,0.401,0.371
CC(C)c1ccccc1,1-methylethylbenzene,1.209,1.045,0.913,0.809,0.723,0.653,0.594,0.543,0.5,0.462,0.428
NC(=O)c1ccccc1,benzamide,138.005,84.401,53.052,35.212,24.46,17.655,13.165,10.094,7.926,6.355,5.157
NC(CO)(CO)CO,"2-amino-2-(hydroxymethyl)-1,3-propanediol",141136539.67,20357745.378,2715816.148,500138.706,119497.277,35268.452,12366.064,4993.27,2264.723,1130.855,588.22
N#CC1CC2CCC1C2,endo-2-cyanobicylo[2.2.1]heptane,4.74,3.565,2.719,2.125,1.696,1.379,1.141,0.957,0.814,0.7,0.607
CCc1ccc(C)nc1,3-ethyl-6-methylpyridine,1.599,1.354,1.162,1.013,0.893,0.796,0.715,0.647,0.589,0.538,0.494
O=C(O)c1ccccc1,benzoic acid,0.677,1.021,1.359,1.648,1.857,1.976,2.012,1.979,1.896,1.781,1.648
OCC(O)C(O)CO,"(R*,S*)-1,2,3,4-butanetetrol",5854139.253,1183875.151,233605.943,59546.23,18660.058,6913.434,2936.129,1394.603,726.387,408.357,237.756
Cc1ccc(CO)cc1,p-methylbenzyl alcohol,26.441,17.928,12.453,9.011,6.745,5.195,4.098,3.301,2.705,2.252,1.891
CCSSCC,"3,4-dithiahexane",3.148,2.506,2.017,1.651,1.373,1.157,0.988,0.854,0.745,0.657,0.583
CC(C)Br,2-bromopropane,0.446,0.408,0.374,0.343,0.315,0.29,0.268,0.248,0.23,0.213,0.199
O=[N+]([O-])c1ccccc1,nitrobenzene,2.605,2.056,1.669,1.4,1.203,1.055,0.939,0.845,0.769,0.705,0.649
CC(=O)c1cccn1C,2-acetyl-N-methylpyrrole,12.453,9.733,7.679,6.163,5.026,4.157,3.483,2.953,2.531,2.191,1.909
CC(=O)c1ccn(C)c1,3-acetyl-1-methylpyrrole,11.492,9.017,7.14,5.751,4.704,3.901,3.277,2.785,2.392,2.075,1.811
COP(C)(=O)OC,"phosphonic acid, methyl-, dimethyl ester",2.229,1.827,1.509,1.262,1.068,0.914,0.79,0.689,0.606,0.537,0.479
CSc1ccccc1,1-phenyl-1-thiaethane,5.406,4.192,3.284,2.62,2.126,1.751,1.462,1.236,1.057,0.914,0.795
C1CC[C@H]2CCC[C@H]2C1,cis-bicyclo[4.3.0]nonane,4.171,3.297,2.657,2.194,1.847,1.581,1.372,1.203,1.066,0.951,0.853
Cn1cccc1C(=O)O,N-methylpyrrole-2-carboxylic acid,227.768,123.263,70.416,43.849,29.126,20.335,14.772,11.08,8.533,6.72,5.356
CC=CN1CCCCC1,"piperidine, 1-(1-propenyl)-",3.31,2.769,2.356,2.043,1.798,1.602,1.44,1.304,1.188,1.087,0.998
C=CCN1CCCCC1,1-(2-Propenyl)piperidine,7.26,5.65,4.449,3.573,2.921,2.426,2.044,1.745,1.507,1.315,1.156
Cn1ccc(=O)[nH]c1=O,1-methyluracil,1860.166,901.718,446.865,240.603,138.954,85.181,54.954,37.047,25.943,18.78,13.843
Cn1c(=O)cc[nH]c1=O,3-methyluracil,1491.801,678.545,317.469,164.056,92.112,55.453,35.41,23.775,16.661,12.115,8.999
CC(=O)c1ccsc1,methyl 3-thienyl ketone,6.421,4.979,3.916,3.147,2.578,2.147,1.815,1.555,1.347,1.18,1.04
C1CC2CCC1COC2,3-oxabicyclo[3.2.2]nonane,4.076,3.258,2.627,2.15,1.784,1.499,1.274,1.094,0.948,0.829,0.729
CCCCC1CCCC1,butylcyclopentane,1.622,1.338,1.136,0.992,0.885,0.802,0.736,0.681,0.635,0.594,0.558
ClCc1ccccc1,(chloromethyl)benzene,1.42,1.27,1.142,1.035,0.945,0.867,0.801,0.744,0.694,0.65,0.611
Cc1ccc(Cl)cc1,4-chlorotoluene,1.081,0.958,0.852,0.762,0.685,0.619,0.561,0.511,0.468,0.429,0.394
CCN1C(=O)CCC1=O,"1-ethyl-2,5-pyrrolidinedione",10.47,7.802,5.899,4.574,3.626,2.932,2.412,2.015,1.708,1.466,1.268
O=C1CCCCCCN1,2-azacyclooctanone,88.352,63.288,45.819,33.992,25.777,19.936,15.696,12.559,10.197,8.39,6.956
CN1CCCCCC1=O,1-methylhexahydro-2H-azepin-2-one,23.781,17.938,13.661,10.613,8.394,6.748,5.506,4.554,3.813,3.23,2.754
CCN1CCC(=O)CC1,1-ethyl-4-piperidone,9.905,7.673,6.004,4.786,3.88,3.195,2.668,2.256,1.931,1.67,1.455
CC(=O)N1CCCCC1,1-acetylpiperidine,26.672,20.131,15.342,11.927,9.44,7.595,6.201,5.132,4.3,3.644,3.109
CCCN1CCCCC1,N-propylpiperidine,7.549,5.898,4.661,3.756,3.079,2.564,2.164,1.85,1.6,1.398,1.23
CCN1CCCCC1C,1-ethyl-2-methylpiperidine,5.852,4.618,3.683,2.991,2.469,2.068,1.755,1.508,1.31,1.149,1.015
Nc1ccc(Cl)cc1,4-chlorobenzenamine,5.628,4.188,3.208,2.547,2.08,1.736,1.476,1.274,1.113,0.984,0.875
N#Cc1ccccc1C#N,"1,2-benzodinitrile",87.334,57.799,38.706,26.778,19.07,13.937,10.425,7.963,6.198,4.907,3.922
O=COC1CCCCC1,cyclohexyl methanoate,4.138,3.355,2.748,2.288,1.933,1.655,1.433,1.254,1.108,0.987,0.885
CCCCCCC(C)=O,2-octanone,1.652,1.431,1.247,1.097,0.973,0.869,0.782,0.708,0.645,0.591,0.543
CCC(CC)(CC)CC,"3,3-diethylpentane",1.446,1.233,1.066,0.936,0.832,0.748,0.679,0.621,0.571,0.529,0.492
CCCCCCCCC,nonane,1.281,1.111,0.975,0.867,0.779,0.706,0.645,0.593,0.547,0.508,0.473
CCC(C)(C)C(C)(C)C,"2,2,3,3-tetramethylpentane",2.19,1.813,1.518,1.289,1.111,0.968,0.853,0.76,0.682,0.618,0.562
CC(C)(C)CC(C)(C)C,"2,2,4,4-tetramethylpentane",1.694,1.427,1.215,1.05,0.919,0.814,0.728,0.657,0.598,0.548,0.504
Oc1cccc(Cl)c1,3-chlorophenol,115.074,32.036,12.979,7.137,4.597,3.257,2.459,1.942,1.585,1.328,1.13
Oc1ccc(Cl)cc1,4-chlorophenol,10.32,7.572,5.635,4.305,3.365,2.684,2.18,1.8,1.508,1.28,1.096
CC(=O)N1CCOCC1,4-acetylmorpholine,28.504,16.125,9.766,6.532,4.721,3.626,2.921,2.443,2.105,1.856,1.663
CC(C)N1CCOC1=O,3-Isopropyl-2-oxazolidinone,6.735,5.041,3.868,3.069,2.505,2.094,1.786,1.55,1.365,1.218,1.096
OCCN1CCCCC1,N-piperidineethanol,33.13,24.394,18.142,13.791,10.694,8.442,6.773,5.516,4.553,3.805,3.203
CN1CCCCC1CO,2-hydroxymethyl-1-methylpiperidine,30.35,22.374,16.657,12.674,9.835,7.77,6.238,5.083,4.198,3.511,2.957
CCN1CCCC(O)C1,1-ethyl-3-piperidinol,21.397,15.963,12.034,9.269,7.28,5.818,4.725,3.893,3.251,2.747,2.339
NCCN1CCNCC1,N-(2-aminoethyl)piperazine,51.576,26.672,14.957,9.478,6.6,4.942,3.915,3.239,2.771,2.433,2.173
CCCCCCCCN,1-octanamine,0.661,0.602,0.551,0.508,0.471,0.439,0.411,0.387,0.366,0.347,0.33
ClCBr,bromochloromethane,0.209,0.191,0.175,0.162,0.15,0.14,0.132,0.125,0.118,0.113,0.108
C1=Cc2ccccc2CC1,"1,2-dihydronaphthalene",5.678,4.53,3.649,2.987,2.481,2.088,1.779,1.532,1.333,1.171,1.034
CCCCC(CC)CO,2-ethyl-1-hexanol,34.715,20.212,12.004,7.532,4.956,3.399,2.417,1.775,1.34,1.038,0.816
CCCCOCCCC,5-oxanonane,1.201,1.038,0.907,0.802,0.717,0.646,0.587,0.537,0.494,0.456,0.423
CC(C)COCC(C)C,bis(2-methylpropyl) ether,1.398,1.174,0.996,0.857,0.747,0.658,0.585,0.526,0.477,0.435,0.4
CCC(C)CCCCO,5-methyl-1-heptanol,53.085,33.497,21.39,14.184,9.721,6.861,4.969,3.683,2.787,2.149,1.671
CCC(O)CCC(C)C,6-methyl-3-heptanol,37.612,23.819,15.21,10.052,6.853,4.804,3.454,2.541,1.909,1.461,1.129
CC(C)CCCC(C)O,6-methyl-2-heptanol,56.626,35.25,22.111,14.372,9.646,6.663,4.724,3.429,2.543,1.924,1.468
CC(C)COC(C)(C)C,tert-butyl isobutyl ether,1.411,1.193,1.018,0.881,0.772,0.683,0.611,0.552,0.502,0.461,0.425
CCCCCC(O)CC,3-octanol,22.238,15.163,10.452,7.418,5.404,4.029,3.067,2.38,1.878,1.505,1.216
CCCCCCCCO,1-octanol,24.913,16.547,11.192,7.866,5.717,4.278,3.285,2.58,2.068,1.688,1.393
CCCCC(O)CCC,4-octanol,20.665,14.127,9.764,6.947,5.072,3.79,2.891,2.247,1.776,1.426,1.154
CCCCCC(C)(C)O,2-methyl-2-heptanol,20.504,13.839,9.442,6.639,4.796,3.55,2.686,2.073,1.629,1.301,1.049
O=C(O)C1CCCN1O,1-Hydroxy-L-proline,154.987,102.971,68.932,47.482,33.568,24.299,17.974,13.56,10.417,8.136,6.407
OCCN1CCOCC1,N-.beta.-hydroxyethylmorpholine,50.356,34.764,24.559,18.016,13.633,10.587,8.402,6.793,5.579,4.645,3.896
O=C(O)CCCC(=O)O,"1,5-pentanedioic acid",4751.309,1814.664,718.559,327.173,166.873,93.394,56.42,36.31,24.632,17.463,12.697
CCCCCCCS,1-heptanethiol,1.598,1.342,1.138,0.979,0.853,0.752,0.669,0.602,0.545,0.498,0.458
FC(F)(F)CCCl,"1-chloro-3,3,3-trifluoropropane",0.457,0.404,0.36,0.323,0.293,0.267,0.245,0.227,0.211,0.198,0.186
CC1(Cl)CCCCC1,1-chloro-1-methylcyclohexane,2.815,2.278,1.865,1.552,1.312,1.124,0.975,0.855,0.758,0.678,0.61
c1ccc2c(c1)CCCN2,"1,2,3,4-tetrahydroquinoline",14.371,11.186,8.79,7.031,5.714,4.711,3.936,3.328,2.845,2.457,2.135
CC(Cl)(Cl)Cl,"1,1,1-trichloroethane",0.918,0.761,0.641,0.551,0.481,0.426,0.383,0.348,0.319,0.296,0.276
c1ccc2c(c1)CCCO2,"3,4-dihydro-2H-1-benzopyran",7.105,5.653,4.54,3.706,3.07,2.577,2.19,1.881,1.633,1.43,1.261
c1ccc2c(c1)CCOC2,isochroman,7.066,5.609,4.495,3.663,3.03,2.54,2.156,1.851,1.606,1.406,1.238
COCCOCCOC,"2,5,8-trioxanonane",1.634,1.352,1.14,0.981,0.859,0.763,0.686,0.622,0.569,0.525,0.486
CCC(CO)(CO)CO,"2-ethyl-2-(hydroxymethyl)-1,3-propanediol",7271.122,3749.378,1935.567,1054.8,602.97,359.627,222.754,142.725,94.271,63.998,43.867
CC1CCS(=O)(=O)C1,3-methylsulfolane,26.968,17.736,12.092,8.698,6.534,5.083,4.07,3.336,2.789,2.369,2.033
CCCCc1ccccc1,butylbenzene,1.676,1.405,1.197,1.039,0.916,0.817,0.736,0.669,0.611,0.562,0.519
CC(C)(C)c1ccccc1,"(1,1-dimethylethyl)benzene",2.387,1.883,1.533,1.29,1.115,0.983,0.88,0.798,0.73,0.672,0.622
Cc1ccc(C)c(C)c1C,"1,2,3,4-tetramethylbenzene",6.727,5.095,3.898,3.042,2.417,1.952,1.6,1.329,1.118,0.951,0.815
Cc1cc(C)c(C)c(C)c1,"1,2,3,5-tetramethylbenzene",6.056,4.608,3.54,2.774,2.213,1.794,1.476,1.23,1.038,0.886,0.762
Cc1cc(C)c(C)cc1C,"1,2,4,5-tetramethylbenzene",7.601,5.46,3.995,3.016,2.338,1.855,1.502,1.238,1.036,0.879,0.752
Cc1ccc(C(C)C)cc1,1-(1-methylethyl)-4-methylbenzene,1.265,1.113,0.983,0.875,0.784,0.707,0.641,0.585,0.536,0.494,0.456
CCCS(=O)CCC,"1,1'-sulfinylbispropane",6.789,4.764,3.477,2.667,2.126,1.748,1.472,1.263,1.1,0.969,0.861
FCC(F)(Cl)Cl,"1,1-dichloro-1,2-difluoroethane",0.7,0.611,0.537,0.477,0.427,0.386,0.351,0.322,0.297,0.275,0.256
C1=CC2CC=CCN2CC1,"4H-quinolizine, 1,6,7,9a-tetrahydro-",13.007,9.866,7.559,5.908,4.701,3.802,3.121,2.597,2.188,1.864,1.599
COC(=O)c1ccccc1,methyl benzoate,3.034,2.318,1.827,1.494,1.257,1.083,0.95,0.846,0.762,0.693,0.635
Cc1ccc(C)c(O)c1C,"2,3,6-trimethylphenol",17.803,12.67,9.13,6.758,5.123,3.968,3.132,2.516,2.053,1.7,1.419
c1ccc2c(c1)CCS2,"2,3-dihydrobenzo[b]thiophene",8.26,6.498,5.159,4.165,3.414,2.838,2.389,2.034,1.75,1.521,1.33
C1CC2C3CCC(C3)C2C1,"tricyclo[5.2.1.0(2,6)]decane",3.091,2.394,1.884,1.519,1.25,1.046,0.89,0.767,0.67,0.59,0.524
C=C(C)[C@@H]1CC=C(C)CC1,(R)-1-methyl-4-(1-methylethenyl)cyclohexene,1.459,1.265,1.106,0.977,0.871,0.782,0.706,0.641,0.585,0.537,0.494
CCCCBr,1-bromobutane,0.63,0.562,0.506,0.46,0.421,0.388,0.36,0.335,0.313,0.293,0.275
CC(C)(C)Br,2-bromo-2-methylpropane,0.922,0.78,0.664,0.571,0.495,0.433,0.383,0.341,0.306,0.278,0.253
Cc1ccc([N+](=O)[O-])cc1,4-nitrotoluene,2.916,2.396,1.988,1.675,1.429,1.234,1.076,0.947,0.84,0.751,0.675
CCS(=O)(=O)N(C)C,"ethanesulfonamide, N,N-dimethyl-",6.683,4.854,3.614,2.791,2.225,1.823,1.529,1.31,1.142,1.012,0.907
FC(Cl)(Cl)Cl,trichlorofluoromethane,0.341,0.31,0.282,0.259,0.239,0.221,0.205,0.191,0.178,0.166,0.156
Nc1ccccc1[N+](=O)[O-],2-nitrobenzenamine,157.477,94.15,57.543,37.06,24.945,17.433,12.581,9.335,7.094,5.506,4.322
Nc1cccc([N+](=O)[O-])c1,3-nitrobenzenamine,357.727,195.098,109.062,65.157,41.157,27.25,18.78,13.394,9.839,7.416,5.666
C1CC[C@H]2CCCC[C@@H]2C1,trans-bicyclo[4.4.0]decane,3.62,2.954,2.442,2.055,1.756,1.519,1.33,1.175,1.048,0.942,0.851
C1CC[C@H]2CCCC[C@H]2C1,cis-bicyclo[4.4.0]decane,6.076,4.739,3.757,3.048,2.523,2.124,1.815,1.572,1.376,1.217,1.083
C1CCC(C2CCCC2)C1,"1,1'-bicyclopentyl",2.225,1.914,1.658,1.45,1.28,1.14,1.022,0.924,0.84,0.768,0.706
C=CN1CCCCCC1=O,N-vinyl caprolactam,24.463,18.355,13.909,10.757,8.474,6.787,5.52,4.551,3.799,3.209,2.728
CC=CCN1CCCCC1,1-(2-butenyl)piperidine,4.288,3.516,2.94,2.515,2.189,1.932,1.724,1.552,1.407,1.283,1.174
